,ID,Address,District,geoData
98989,PVN_hd_SAO_6198_3,"город Москва, Бескудниковский бульвар, дом 11, корпус 1",Бескудниковский район,"{'coordinates': [37.5602829279027, 55.8623150676332], 'type': 'Point'}"
18009,PVN_hd_UVAO_2_10356_4,"город Москва, улица Малышева, дом 26, корпус 2",район Текстильщики,"{'coordinates': [37.7421457807587, 55.6952505977759], 'type': 'Point'}"
45368,PVN_hd_TSAO_5139_4,"город Москва, Краснохолмская набережная, дом 1/15",Таганский район,"{'coordinates': [37.6510613081783, 55.7362117554028], 'type': 'Point'}"
103072,PVN_hd_UVAO_5349_5,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, улица Петра Романова, дом 2",Южнопортовый район,"{'coordinates': [37.6793907746382, 55.7097582867499], 'type': 'Point'}"
72630,PVN_hd_TSAO_3543_8,"город Москва, Большая Почтовая улица, дом 18/20, корпус 17",Басманный район,"{'coordinates': [37.6916612156804, 55.773610286477], 'type': 'Point'}"
47664,PVN_hd_ZAO_10643_6,"город Москва, Производственная улица, дом 1",район Солнцево,"{'coordinates': [37.3834958608085, 55.6506327147953], 'type': 'Point'}"
62082,PVN_hd_UAO_8385_8,"город Москва, Чертановская улица, дом 29, корпус 2",район Чертаново Центральное,"{'coordinates': [37.596058696668, 55.6150297083843], 'type': 'Point'}"
86926,PVN_hd_VAO_1276_1,"город Москва, 11-я Парковая улица, дом 39, корпус 2",район Измайлово,"{'coordinates': [37.8037414773398, 55.8013587863511], 'type': 'Point'}"
30878,PVN_hd_UVAO_2_10082_4,"город Москва, улица Михайлова, дом 4",Рязанский район,"{'coordinates': [37.7622979036082, 55.7288615143249], 'type': 'Point'}"
68520,PVN_hd_SZAO_144_5,"город Москва, Нелидовская улица, дом 18",район Южное Тушино,"{'coordinates': [37.4372848411583, 55.8470701008776], 'type': 'Point'}"
43664,PVN_hd_TSAO_5243_1,"город Москва, Рабочая улица, дом 37",Таганский район,"{'coordinates': [37.6875019831711, 55.741247560026], 'type': 'Point'}"
21436,PVN_hd_UVAO_9505_6,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Новороссийская улица, дом 24, корпус 2",район Люблино,"{'coordinates': [37.7567215669285, 55.6752595488513], 'type': 'Point'}"
64615,PVN_hd_VAO_412_5,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 17, корпус 3",район Новокосино,"{'coordinates': [37.8565455146995, 55.73924049389], 'type': 'Point'}"
85284,PVN_hd_VAO_984_1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Молостовых, дом 16, корпус 1",район Ивановское,"{'coordinates': [37.8312942021857, 55.7523063349358], 'type': 'Point'}"
72839,PVN_hd_SVAO_1383_3,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бабушкинский, улица Менжинского, дом 15, корпус 2",Бабушкинский район,"{'coordinates': [37.6716674546943, 55.8673528291782], 'type': 'Point'}"
19126,PVN_hd_UZAO_7734_11,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ломоносовский, Ленинский проспект, дом 82/2",Ломоносовский район,"{'coordinates': [37.5325318602489, 55.6821591789758], 'type': 'Point'}"
9804,PVN_hd_SVAO_4335_1,"город Москва, улица Академика Королёва, дом 7, корпус 4",Останкинский район,"{'coordinates': [37.6270543328018, 55.8202501323079], 'type': 'Point'}"
13699,PVN_hd_UZAO_8271_1,"город Москва, Профсоюзная улица, дом 54",район Черёмушки,"{'coordinates': [37.5556077785469, 55.6718576166964], 'type': 'Point'}"
34666,PVN_hd_SVAO_1287_4,"город Москва, Рижский проезд, дом 7",Алексеевский район,"{'coordinates': [37.6605235361472, 55.8141331241467], 'type': 'Point'}"
22770,PVN_hd_SAO_2_7541_1,"город Москва, Дегунинская улица, дом 16",район Западное Дегунино,"{'coordinates': [37.5348270357603, 55.8665147276834], 'type': 'Point'}"
22961,PVN_hd_SAO_2_7560_1,"город Москва, Коровинское шоссе, дом 19",район Западное Дегунино,"{'coordinates': [37.5252810404957, 55.8753833134145], 'type': 'Point'}"
84021,PVN_hd_NAO_530_51,"город Москва, поселение Десеновское, 2-я Ватутинская улица, дом 2",поселение Десеновское,"{'coordinates': [37.3348575947754, 55.5033918171606], 'type': 'Point'}"
81354,PVN_hd_SZAO_5237_3,"город Москва, Центральная улица, дом 19",район Митино,"{'coordinates': [37.3841605079892, 55.8521788170637], 'type': 'Point'}"
39203,PVN_hd_UZAO_631_1,"город Москва, улица Шверника, дом 2, корпус 2",Академический район,"{'coordinates': [37.5782802896562, 55.6924923889542], 'type': 'Point'}"
65540,PVN_hd_TSAO_10857_1,"город Москва, Потаповский переулок, дом 10",Басманный район,"{'coordinates': [37.6411743941435, 55.7600554777854], 'type': 'Point'}"
58228,PVN_hd_SAO_2550_2,"город Москва, улица 8 Марта, дом 11",район Аэропорт,"{'coordinates': [37.5516918120658, 55.8028819608405], 'type': 'Point'}"
8002,PVN_hd_UZAO_6700_2,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Вавилова, дом 17",Академический район,"{'coordinates': [37.58055955754, 55.7017132557927], 'type': 'Point'}"
1345,PVN_hd_UVAO_4656_5,"город Москва, Рязанский проспект, дом 76/2",район Выхино-Жулебино,"{'coordinates': [37.8166432431718, 55.7110132862758], 'type': 'Point'}"
69621,PVN_hd_ZAO_554_1,"город Москва, 2-й переулок Петра Алексеева, дом 1",Можайский район,"{'coordinates': [37.4328867254392, 55.7191108525071], 'type': 'Point'}"
41917,PVN_hd_UAO_8288_1,"город Москва, Каспийская улица, дом 30, корпус 7",район Царицыно,"{'coordinates': [37.6689839312849, 55.6259912429422], 'type': 'Point'}"
68398,PVN_hd_SVAO_3045_1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, проспект Мира, дом 124, корпус 15",Алексеевский район,"{'coordinates': [37.6408402372507, 55.8150244570011], 'type': 'Point'}"
78213,PVN_hd_UAO_1924_4,"город Москва, Каширское шоссе, дом 11, корпус 1",район Нагатино-Садовники,"{'coordinates': [37.6300701926859, 55.6675403446293], 'type': 'Point'}"
81746,PVN_hd_UZAO_7557_1,"город Москва, улица Миклухо-Маклая, дом 25",район Коньково,"{'coordinates': [37.5155392158095, 55.6481929609246], 'type': 'Point'}"
80021,PVN_hd_SZAO_184_4,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, бульвар Яна Райниса, дом 1",район Южное Тушино,"{'coordinates': [37.4361717840729, 55.8498710696718], 'type': 'Point'}"
72641,PVN_hd_SVAO_1237_2,"город Москва, улица Павла Корчагина, дом 2/1",Алексеевский район,"{'coordinates': [37.6554673808892, 55.8118037834347], 'type': 'Point'}"
62476,PVN_hd_ZAO_8968_3,"город Москва, Витебская улица, дом 5",Можайский район,"{'coordinates': [37.4108319713212, 55.7139197780304], 'type': 'Point'}"
54932,PVN_hd_UZAO_7538_2,"город Москва, улица Генерала Антонова, дом 10",район Коньково,"{'coordinates': [37.5390840738616, 55.6430345554791], 'type': 'Point'}"
100171,PVN_hd_NAO_119981_53,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Потаповская Роща, дом 1, корпус 2",поселение Сосенское,"{'coordinates': [37.4945740668305, 55.5444428268693], 'type': 'Point'}"
61770,PVN_hd_UAO_1629_6,"город Москва, улица Мусы Джалиля, дом 34, корпус 2",район Зябликово,"{'coordinates': [37.7390574439148, 55.618392578458], 'type': 'Point'}"
101409,PVN_hd_VAO_1571_3,"город Москва, улица Николая Химушина, дом 23",район Метрогородок,"{'coordinates': [37.7667111265794, 55.825656641461], 'type': 'Point'}"
51592,PVN_hd_TSAO_6168_5,"город Москва, Ленинский проспект, дом 7",район Якиманка,"{'coordinates': [37.6064958410667, 55.7249509546516], 'type': 'Point'}"
